id;keyword;title;directions;ingredients;course_meal_type;cuisine_origin;Prep Time;cook time;Total Time;equipments;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg
112;yeast plait;African-asian spiced yeast plait bread;In a large bowl, dissolve yeast and sugar in warm water and let sit until frothy. Add flour, salt, warm milk, egg, and melted butter to the yeast mixture and mix to form a dough. Knead the dough on a floured surface for 8 to 10 minutes until smooth and elastic. Cover the dough and let it rise in a warm place for 1 hour or until doubled in size. Mix ground cumin, coriander, and chili flakes into the dough for an African-Asian flavor twist. Divide the dough into three equal parts and roll each into a rope. Braid the ropes into a plait and tuck the ends underneath. Place the plait on a lined baking sheet, cover, and let rise for another 30 minutes. Brush the plait with beaten egg and sprinkle with sesame seeds. Bake in a preheated oven at 180∞C (350∞F) for 25 to 30 minutes until golden brown.;yeast, sugar, warm water, flour, salt, warm milk, egg, melted butter, ground cumin, coriander, chili flakes, sesame seeds;Breakfast|Main Course|Snack;African-Asian;90;30;120;Oven;6;4;30;1;2;200
113;here today;Here today african-asian chicken stir-fry;Marinate chicken in soy sauce and suya spice for 15 minutes. Heat groundnut oil in a wok over medium-high heat. Add chicken and stir-fry until browned and cooked through. Remove chicken and set aside. In the same wok, Grill onion, garlic, and ginger until fragrant. Add bell pepper and cook until slightly tender. Return chicken to the wok and mix well. Stir in cooked rice and drizzle with sesame oil. Cook for 2 minutes, stirring to combine and heat through. Finish with lime juice and garnish with spring onions before serving.;chicken, soy sauce, suya spice, groundnut oil, onion, garlic, ginger, bell pepper, cooked rice, sesame oil, lime juice, spring onions;Main Course;African-Asian;15;10;25;Wok;30;25;50;2;5;800
114;chicken fricassee;African-asian chicken fricassee fusion;Season chicken thighs with salt, pepper, and curry powder. Heat oil in a large pan and brown the chicken on both sides. Remove chicken and Grill onions, garlic, and ginger until softened. Stir in tomato paste, harissa, and soy sauce and cook briefly. Add coconut milk, chicken stock, and lemongrass, then bring to a simmer. Return chicken to the pan and cover, simmering for 25 minutes. Add chopped carrots and bell peppers and cook until tender. Stir in lime juice and chopped coriander before serving. Serve hot with steamed jasmine rice or couscous.;chicken thighs, salt, pepper, curry powder, oil, onions, garlic, ginger, tomato paste, harissa, soy sauce, coconut milk, chicken stock, lemongrass, carrots, bell peppers, lime juice, coriander, jasmine rice, couscous;Main Course;African-Asian;15;40;55;Pan;30;35;20;3;5;800
115;potato pancakes;Spiced african-asian potato pancakes;Place grated potatoes in a clean towel and squeeze out excess moisture. Transfer potatoes to a bowl and mix in onion, garlic, chili, and ginger. Add cumin, curry powder, coriander, salt, and pepper to the mixture. Stir in the beaten egg and flour until well combined. Heat oil in a non-stick skillet over medium heat. Spoon about 2 tablespoons of mixture per pancake into the skillet and flatten slightly. Cook each side for 3 to 4 minutes until golden and crisp. Transfer to a paper towel-lined plate to drain excess oil. Repeat with remaining mixture, adding more oil as needed. Serve warm with a dipping sauce or yogurt.;potatoes, onion, garlic, chili, ginger, cumin, curry powder, coriander, salt, pepper, egg, flour, oil;Snack|Main Course;African-Asian;15;20;35;Skillet;5;10;35;3;1;200
116;chickpeas;Spiced chickpea coconut curry stir-fry;Heat vegetable oil in a large pan over medium heat. Grill onion until soft and translucent. Add garlic and ginger, cook until fragrant. Stir in curry powder and cumin, cook for 1 minute. Add chickpeas and bell pepper, stir to coat with spices. Pour in coconut milk and soy sauce, bring to a simmer. Cook for 5 to 7 minutes until sauce thickens slightly. Stir in spinach and cook until wilted. Add lemon juice and season with salt to taste. Garnish with fresh cilantro before serving.;vegetable oil, onion, garlic, ginger, curry powder, cumin, chickpeas, bell pepper, coconut milk, soy sauce, spinach, lemon juice, salt, fresh cilantro;Main Course;Indian;10;15;25;Pan;15;20;40;10;5;500
117;gingerbread;Spiced gingerbread with african-asian flavors;Preheat oven to 175∞C (350∞F) and grease a 20 cm (8-inch) square baking pan. In a large bowl, whisk together flour, baking soda, salt, ginger, cinnamon, cloves, and alligator pepper. In a separate bowl, beat eggs, brown sugar, and vanilla until smooth. Stir in molasses, melted butter, coconut milk, and grated galangal to the egg mixture. Gradually add the dry ingredients to the wet mixture, stirring until just combined. Pour the batter into the prepared pan and smooth the top. Bake for 30 to 35 minutes or until a toothpick inserted in the center comes out clean. Let cool in the pan for 10 minutes, then transfer to a wire rack to cool completely. Slice and serve plain or with a dollop of whipped coconut cream.;flour, baking soda, salt, ginger, cinnamon, cloves, alligator pepper, eggs, brown sugar, vanilla, molasses, melted butter, coconut milk, galangal, whipped coconut cream;Dessert;African-Asian;15;35;50;Oven;2;10;38;1;15;200
118;delicious;Delicious african-asian chicken peanut stir-fry;Heat oil in a large skillet or wok over medium-high heat. Add sliced chicken and cook until browned and cooked through. Remove chicken and set aside. In the same skillet, Grill onion, garlic, and ginger until fragrant. Add bell pepper and green beans, stir-fry for 3 to 4 minutes. In a small bowl, whisk together soy sauce, peanut butter, honey, chili flakes, and water. Return chicken to the skillet and pour in the sauce. Stir well and simmer for 5 minutes until sauce thickens slightly. Serve hot over jasmine rice. Garnish with chopped roasted peanuts before serving.;oil, chicken, onion, garlic, ginger, bell pepper, green beans, soy sauce, peanut butter, honey, chili flakes, water, jasmine rice, roasted peanuts;Main Course;African-Asian;15;15;30;Skillet|Wok;30;25;50;5;10;800
119;mangold;Stir-fried mangold with peanut coconut sauce;Heat oil in a large skillet or wok over medium heat. Add onion and Grill until soft and translucent. Stir in garlic, ginger, and chili and cook for 1 minute. Add chopped mangold and cook until wilted, about 4 minutes. In a bowl, whisk together coconut milk, peanut butter, soy sauce, and coriander. Pour sauce into the pan and stir to coat the mangold evenly. Simmer for 3 to 5 minutes until sauce thickens slightly. Add lemon juice and salt to taste. Serve hot over steamed jasmine rice.;oil, onion, garlic, ginger, chili, mangold, coconut milk, peanut butter, soy sauce, coriander, lemon juice, salt, jasmine rice;Main Course;International;10;15;25;Skillet|Wok;10;20;40;5;5;500
120;naan bread;Spiced naan with african peanut curry;In a bowl, mix flour, sugar, yeast, and salt. Add yogurt and warm water to form a soft dough. Knead for 5 minutes until smooth, then cover and let rise for 1 hour. Heat oil in a pan and Grill onion, garlic, and ginger until fragrant. Stir in cumin, chili flakes, chickpeas, peanut butter, and coconut milk. Simmer for 15 minutes until thickened, then season with salt. Divide dough into 4 pieces and roll into oval shapes. Cook each naan on a hot dry skillet for 1 to 2 minutes per side until puffed and golden. Brush naan with melted butter and sprinkle with cilantro. Serve warm naan with the peanut curry.;flour, sugar, yeast, salt, yogurt, warm water, oil, onion, garlic, ginger, cumin, chili flakes, chickpeas, peanut butter, coconut milk, butter, cilantro;Main Course;African;10;30;40;Pan;15;20;60;10;5;300
121;ninja creami;African-asian mango peanut ice cream;Peel and dice the ripe mangoes into small chunks. In a blender, combine mango, coconut milk, peanut butter, honey, and ginger. Blend until completely smooth and creamy. Pour the mixture into a Ninja Creami pint container and seal tightly. Freeze the container upright for at least 24 hours. Remove from freezer and process in the Ninja Creami using the 'Ice Cream' function. If needed, respin once for smoother texture. Scoop into bowls and top with chopped roasted peanuts and toasted coconut flakes. Serve immediately or store in the freezer for later enjoyment.;mango, coconut milk, peanut butter, honey, ginger, roasted peanuts, toasted coconut flakes;Dessert;African-Asian;15;0;15;Blender|Freezer;7;18;35;3;20;50
122;pasta salad;Spicy african-asian fusion pasta salad;Cook the pasta in salted boiling water until al dente, then drain and rinse under cold water. In a large bowl, whisk together sesame oil, peanut butter, soy sauce, rice vinegar, ginger, garlic, and chili paste until smooth. Add the cooked pasta to the dressing and toss to coat evenly. Stir in the chickpeas, red bell pepper, cucumber, and spring onions. Mix well to combine all ingredients thoroughly. Sprinkle with chopped cilantro and toasted sesame seeds. Chill the salad in the refrigerator for at least 30 minutes before serving. Toss again before serving to redistribute the dressing.;pasta, sesame oil, peanut butter, soy sauce, rice vinegar, ginger, garlic, chili paste, chickpeas, red bell pepper, cucumber, spring onions, cilantro, toasted sesame seeds;Salad;African-Asian;15;10;25;Pot|Stove / Pan;12;15;45;8;3;600
123;panna cotta;Coconut chai panna cotta with mango sauce;Sprinkle gelatin over cold water in a small bowl and let bloom for 5 minutes. In a saucepan, combine coconut milk, cream, and sugar over medium heat. Add chai tea bags and simmer gently for 5 minutes, then remove tea bags. Stir in bloomed gelatin until fully dissolved, then remove from heat. Pour mixture into serving glasses and refrigerate for at least 4 hours. Blend mango, lime juice, honey, and cardamom until smooth. Chill mango sauce until ready to serve. Top each panna cotta with mango sauce before serving.;gelatin, cold water, coconut milk, cream, sugar, chai tea bags, mango, lime juice, honey, cardamom;Dessert;International;15;10;25;Saucepan|Blender;2;18;30;1;20;10
124;pesto;African-asian fusion peanut pesto noodles;Cook rice noodles according to package instructions and drain. In a blender, combine basil, peanuts, garlic, chili, ginger, lime juice, peanut oil, soy sauce, and sesame oil. Blend until smooth to make the pesto, adding a little water if needed for consistency. Toss the cooked noodles with the peanut pesto in a large bowl. Add the carrot, bell pepper, and spring onions to the noodles. Mix well until vegetables and noodles are evenly coated with pesto. Season with salt to taste and toss again. Serve immediately or chill for 15 minutes for a cold noodle salad.;rice noodles, basil, peanuts, garlic, chili, ginger, lime juice, peanut oil, soy sauce, sesame oil, carrot, bell pepper, spring onions, salt;Main Course;African, Asian;15;10;25;Pot|Blender;12;20;50;3;5;800
125;quinoa;Spiced quinoa with african-asian vegetables;Combine quinoa and water in a pot and bring to a boil. Reduce heat, cover, and simmer for 15 minutes until water is absorbed. Heat oil in a large pan over medium heat. Grill onion, garlic, and ginger until fragrant. Add cumin and curry powder and cook for 1 minute. Stir in eggplant, bell pepper, and green beans. Cook vegetables for 8 to 10 minutes until tender. Add cooked quinoa and soy sauce to the pan and mix well. Cook for another 2 minutes to combine flavors. Garnish with cilantro and lime juice before serving.;quinoa, water, oil, onion, garlic, ginger, cumin, curry powder, eggplant, bell pepper, green beans, soy sauce, cilantro, lime juice;Main Course;African-Asian;10;25;35;Pot|Pan;10;12;50;8;5;500
126;ratatouille;African-asian fusion ratatouille;Heat vegetable oil in a large skillet over medium heat. Add onion and garlic, Grill until fragrant and soft. Stir in eggplant and cook for 5 minutes until starting to soften. Add zucchini and bell peppers, cook for another 5 minutes. Mix in harissa paste, soy sauce, and ground ginger. Pour in diced tomatoes and stir to combine. Reduce heat to low, cover, and simmer for 15 minutes. Season with salt and pepper to taste. Garnish with fresh cilantro before serving. Serve hot with rice or flatbread.;vegetable oil, onion, garlic, eggplant, zucchini, bell peppers, harissa paste, soy sauce, ground ginger, diced tomatoes, salt, pepper, fresh cilantro, rice, flatbread;Main Course;African-Asian;10;25;35;Skillet;4;10;35;8;6;500
