id;seo_title;course;cuisine;cook_time_minutes;total_time_minutes;prep_time_minutes;equipments;Calories;difficulty;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg;slug;notes;Ingredients;directions
663;Irresistible Apple Pie Recipe for Kids;Snack;afro asian fusion recipe;20;35;15;Pan;150;very easy;1;7;20;2;10;50;afro-asian-apple-pie;Serve warm with a scoop of coconut ice cream.;30 g dried apples, 1 tsp apple pie spice, 30 g brown sugar, 30 g coconut oil, 50 g crushed peanuts, 100 g rice flour;Preheat the oven to 180°C. In a large bowl, combine dried apples, apple pie spice, brown sugar, and crushed peanuts. Melt coconut oil and mix it into the dry ingredients. Gradually add rice flour to form a dough. Press the dough into a greased pan to form a base. Fill the base with the apple mixture evenly. Bake in the preheated oven for 20 minutes. Allow to cool for 5 minutes before serving.
664;Warm Spiced Brown Sugar Cookie Recipe;Snack;afro asian fusion recipe;10;20;10;Oven;300;easy;3;10;45;2;25;150;afro-asian-fusion-spiced-brown-sugar-cookies;These cookies blend sweet and spicy flavors for a unique treat.;100 g brown sugar, 2 pieces eggs, 1 clove cloves, 1 tsp baking soda, 30 g roasted peanuts, 30 g unsalted butter, 1 tsp cinnamon, 1 tsp nutmeg, 30 g raisins, 1 tsp gochujang, 1 tbsp sesame oil;Preheat the oven to 180°C. In a bowl, mix brown sugar, eggs, and sesame oil until well combined. In another bowl, combine flour, baking soda, cloves, cinnamon, and nutmeg. Gradually add the dry ingredients to the wet mixture, stirring until smooth. Fold in roasted peanuts and raisins. Add gochujang to the mixture and blend well. Scoop tablespoonfuls of the dough onto a baking sheet lined with parchment paper. Flatten each cookie slightly with the back of a spoon. Bake in the preheated oven for 10 minutes or until golden. Allow to cool on a wire rack before serving.
665;Creamy White Trash Dip Recipe with Chicken Soup;Snack;afro asian fusion recipe;0;10;10;Blender;250;easy;20;10;15;1;2;500;creamy-afro-asian-dip-chicken-soup;Adjust gochujang to taste for spiciness.;"120 g cottage cheese, 200 g chicken soup supplement, 240 ml coconut milk, 1 clove garlic; minced, 1 tsp onion powder, 1 tsp gochujang, 1 bunch cilantro; chopped";Blend cottage cheese and coconut milk until smooth. In a bowl, mix in chicken soup supplement and gochujang. Add minced garlic, onion powder, and chopped cilantro. Stir until well combined. Chill in the refrigerator for 10 minutes. Serve with vegetable sticks or crackers.
666;Decadent Poke Cake Recipe with Cocoa Delight;Dessert;afro asian fusion recipe;30;45;15;Mixer|Oven;350;easy;5;15;50;2;15;200;afro-asian-fusion-decadent-poke-cake;This cake combines the richness of cocoa with the unique flavors of gochujang and coconut.;120 g flour, 100 g sugar, 1 tsp baking soda, 30 g coconut oil, 30 g unsalted butter, 240 ml coconut milk, 30 g cocoa powder, 120 ml buttermilk, 2 large eggs, 5 ml vanilla extract, 30 g gochujang, 50 g crushed peanuts;"Preheat the oven to 180°C. In a mixer, combine flour, sugar, baking soda, and cocoa powder. Add coconut oil, butter, and coconut milk; mix until smooth. In a separate bowl, whisk eggs and vanilla extract; then add to the mixture. Fold in gochujang for a spicy kick. Pour the batter into a greased baking dish and bake for 30 minutes. Remove from the oven and let cool for 10 minutes. Poke holes in the cake with a skewer. Mix buttermilk with crushed peanuts and pour over the cake. Let the cake absorb the mixture for at least 15 minutes. Serve chilled, garnished with additional crushed peanuts."
667;Creamy Lime Chicken Salad Recipe with Pineapple;Salad;afro asian fusion recipe;0;15;15;Mixer;300;easy;3;15;40;2;25;150;lime-chicken-salad-pineapple-miso;This salad combines creamy textures with a tangy and nutty flavor profile.;"1 piece lime; zested and juiced, 120 g cream cheese, 1 piece pineapple; diced, 30 g marshmallows, 30 g roasted peanuts; chopped, 15 g miso paste, 5 pieces red cherries; halved, 1 tbsp sesame oil, 1 tbsp soy sauce, 1 tbsp honey";In a bowl, combine cream cheese, miso paste, lime juice, sesame oil, soy sauce, and honey. Mix until smooth and creamy. Fold in diced pineapple and marshmallows. Add chopped roasted peanuts for crunch. Gently mix in halved cherries. Zest the lime and sprinkle on top for extra flavor. Chill the salad in the refrigerator for 10 minutes before serving. Serve in a bowl and garnish with lime zest.
668;Comforting Chicken Recipe for Budget-Friendly Meals;Main Course;afro asian fusion recipe;70;85;15;Oven|Pan;450;easy;30;25;20;2;3;800;afro-asian-fusion-chicken-delight;This dish combines rich flavors from both African and Asian cuisines, creating a unique taste experience.;"113 g chicken breasts, 30 g butter, 15 ml sesame oil, 240 ml coconut milk, 240 ml cream of mushroom soup, 60 ml rice wine, 60 ml sour cream, 0.5 piece onion; chopped, 1 tsp smoked paprika, 30 g roasted peanuts; crushed";Preheat the oven to 180°C. In a pan, heat sesame oil and butter over medium heat. Sauté chopped onion until translucent. Add chicken breasts and sear until golden brown on both sides. In a bowl, mix coconut milk, cream of mushroom soup, rice wine, and smoked paprika. Pour the mixture over the chicken in the pan. Cover and bake in the oven for 60 minutes. Remove from oven, stir in sour cream and crushed peanuts. Return to oven uncovered for an additional 10 minutes. Serve hot, garnished with extra crushed peanuts.
669;Tropical Popeye Breakfast Recipe Delight;Breakfast|Snack;afro asian fusion recipe;0;15;15;;300;easy;2;10;50;2;30;50;tropical-popeye-breakfast;Adjust gochujang to taste for spice preference.;120 g pineapple tidbits, 120 g mandarin oranges, 30 g desiccated coconut, 30 g toasted sesame seeds, 60 ml coconut yogurt, 15 g gochujang, 30 g honey;Combine pineapple tidbits and mandarin oranges in a bowl. Add desiccated coconut and toasted sesame seeds to the fruit mixture. In a separate bowl, mix coconut yogurt, gochujang, and honey until smooth. Pour the yogurt mixture over the fruit and stir gently to combine. Chill in the refrigerator for 10 minutes to enhance flavors. Serve in bowls and garnish with extra sesame seeds if desired.
670;Crispy Popeye Chicken Snack Recipe;Snack;afro asian fusion recipe;25;35;10;Saucepan|Oven;300;easy;6;15;40;3;20;0;crispy-afro-asian-chicken-snack;Adjust gochujang for desired spice level.;60 g puffed wheat cereal, 30 g roasted peanuts, 30 g sunflower seeds, 20 g honey, 20 g brown sugar, 30 g palm oil, 15 g gochujang, 10 g sesame seeds;Preheat the oven to 180°C. In a large bowl, combine puffed wheat cereal, roasted peanuts, and sunflower seeds. In a saucepan, melt palm oil over low heat. Stir in honey, brown sugar, and gochujang until well mixed. Pour the mixture over the cereal and nuts, stirring to coat evenly. Spread the mixture onto a baking sheet lined with parchment paper. Sprinkle sesame seeds on top. Bake for 20-25 minutes until golden and crispy. Remove from oven and let cool completely. Break into pieces and serve.
671;Moist Pop's Pound Cake Recipe with Apples;Dessert;afro asian fusion recipe;45;60;15;Mixer|Backofen;300;easy;4;10;50;1;25;200;afro-asian-fusion-pound-cake-apples;This cake combines the richness of traditional pound cake with the tangy sweetness of tamarind and the crunch of sesame seeds.;100 g sugar, 30 g coconut oil, 2 piece eggs, 60 ml tamarind paste, 120 g flour, 1 tsp baking soda, 1 tsp cinnamon, 1 tsp ginger, 0.5 tsp salt, 120 ml buttermilk, 100 g diced apples, 1 tsp sesame seeds;Preheat the oven to 180°C. In a mixer, cream together sugar and coconut oil until fluffy. Add eggs one at a time, mixing well after each addition. Stir in tamarind paste until well combined. In a separate bowl, whisk together flour, baking soda, cinnamon, ginger, and salt. Gradually add the dry ingredients to the wet mixture, alternating with buttermilk. Fold in diced apples and sesame seeds gently. Pour the batter into a greased loaf pan. Bake for 45 minutes or until a toothpick comes out clean. Allow to cool in the pan for 10 minutes before transferring to a wire rack. Serve warm or at room temperature.
672;Tangy Pickled Porcupines Recipe;Side Dish;afro asian fusion recipe;10;190;180;Pot;50;easy;1;0;12;2;5;200;tangy-pickled-porcupines;Adjust gochujang for desired spice level.;"1 piece cucumber; sliced, 0.5 piece red onion; thinly sliced, 240 ml water, 1 piece celery; chopped, 15 ml rice vinegar, 0.5 tsp sea salt, 30 g brown sugar, 1 tsp turmeric, 1 tsp gochujang, 1 tsp sesame oil";Combine cucumber, red onion, celery, and water in a pot. Add rice vinegar, sea salt, brown sugar, turmeric, gochujang, and sesame oil. Stir well until sugar dissolves. Bring the mixture to a boil over medium heat. Remove from heat and let it cool to room temperature. Transfer to a clean jar and refrigerate for at least 3 hours before serving.
673;Creamy Parmesan Chicken Casserole Recipe;Main Course;afro asian fusion recipe;20;35;15;Oven|Pan;600;easy;40;35;10;2;1;500;creamy-afro-asian-chicken-casserole;Adjust gochujang to taste for spiciness.;"113 g chicken breasts, 1 piece bay leaf, 30 ml rice wine, 0.5 tsp salt, 60 g shiitake mushrooms, 1 piece green onions; chopped, 30 g palm oil, 1 clove garlic; minced, 60 ml mayonnaise, 60 ml coconut cream, 30 g Parmesan cheese, 1 tbsp gochujang";Preheat the oven to 180°C. In a pan, heat palm oil and sauté garlic until fragrant. Add chicken breasts and cook until browned on both sides. Stir in shiitake mushrooms, green onions, and bay leaf. Deglaze with rice wine and simmer for 2 minutes. In a bowl, mix mayonnaise, coconut cream, gochujang, and salt. Combine the chicken mixture with the creamy sauce. Transfer to a baking dish and sprinkle Parmesan cheese on top. Bake in the oven for 20 minutes until bubbly. Serve hot, garnished with additional green onions.
674;Savory Potato Kugel Recipe with Bacon-Wrapped Chicken Livers;Main Course;afro asian fusion recipe;30;60;30;Oven;350;easy;25;20;5;0;0;800;potato-kugel-afro-asian-chicken-livers;For a spicier kick, add more berbere spice to taste.;"113 g chicken livers, 2 slices bacon, 15 ml Worcestershire sauce, 15 ml soy sauce, 1 tsp berbere spice, 200 g grated potatoes, 100 g shiitake mushrooms; sliced, 30 g green onions; chopped, 30 ml sesame oil, 50 g grated Parmesan cheese";Preheat oven to 180 °C. Wrap chicken livers with bacon and secure with toothpicks. Heat sesame oil in a pan and sauté shiitake mushrooms and green onions until soft. In a bowl, mix grated potatoes, Worcestershire sauce, soy sauce, and berbere spice. Fold in sautéed mushrooms and onions into the potato mixture. Place the bacon-wrapped chicken livers in a casserole dish. Spread the potato mixture over the chicken livers evenly. Top with grated Parmesan cheese. Bake uncovered for 30 minutes or until the top is golden brown. Let it cool for a few minutes before serving.
675;Pineapple Blueberry Cake Recipe Delight;Soup;afro asian fusion recipe;40;50;10;Oven;;easy;0;0;0;0;0;0;pineapple-blueberry-cake-fusion;This cake combines tropical flavors with a nutty crunch for a delightful twist.;"1 piece pineapple; diced, 120 g blueberries, 100 g brown sugar, 120 g yellow cake mix, 30 g coconut oil, 30 g crushed peanuts, 30 g sesame seeds";Preheat the oven to 180 °C. In a mixing bowl, combine diced pineapple, blueberries, and brown sugar. In another bowl, mix yellow cake mix with coconut oil until smooth. Fold the fruit mixture into the cake batter gently. Add crushed peanuts and sesame seeds, mixing until just combined. Pour the batter into a greased baking dish. Bake for 40 minutes or until a toothpick comes out clean. Let cool for 10 minutes before serving.
676;Delightful Potato Cookie Recipe for Sweet Moments;Snack|Dessert;afro asian fusion recipe;15;25;10;Oven;150;easy;2;7;22;1;10;50;fusion-potato-cookies-with-miso;These cookies blend the sweetness of coconut with the umami of miso for a unique flavor.;30 g coconut oil, 100 g brown sugar, 2 piece eggs, 120 ml coconut cream, 120 g flour, 1 tsp baking powder, 0.5 tsp salt, 1 tsp miso paste, 5 ml vanilla extract;Preheat oven to 160 °C. In a bowl, cream coconut oil and brown sugar until smooth. Add eggs one at a time, mixing well after each addition. Stir in coconut cream and miso paste until fully combined. In a separate bowl, whisk flour, baking powder, and salt. Gradually add dry ingredients to the wet mixture, stirring until just combined. Drop spoonfuls of dough onto a lined baking sheet. Bake for 12-15 minutes or until edges are golden. Allow to cool on a wire rack. Serve warm or at room temperature.
677;Irresistible Potatoes Chantilly Recipe;Snack;afro asian fusion recipe;12;22;10;Stove / Pan;250;easy;5;12;30;2;10;50;potatoes-chantilly-fusion;This recipe combines the creaminess of peanut butter with the umami of miso for a unique twist.;60 g Rice, 30 g butter, 30 g peanut butter, 15 g miso paste, 30 g chocolate chips, 30 g powdered sugar;Cook rice according to package instructions and let cool. In a bowl, cream together butter, peanut butter, miso paste, and powdered sugar until smooth. Incorporate the cooled rice into the mixture, blending well. Sift together any dry ingredients if necessary and fold into the mixture. Drop by teaspoon onto a greased cookie sheet. Flatten each mound with a glass dipped in sugar. Bake in a preheated oven at 175 °C for 10 to 12 minutes. Allow to cool before serving.
678;Refreshing Pressgurka Cucumber Salad Recipe;Salad;afro asian fusion recipe;30;45;15;Oven;300;easy;2;10;40;1;15;50;afro-asian-fusion-cucumber-salad;Adjust gochujang for desired spice level.;"120 g flour, 30 g butter, 120 g cream cheese, 100 g sugar, 120 ml coconut milk, 1 package instant lemon pudding, 2 tbsp gochujang, 1 tbsp tamarind paste, 1 tsp sesame seeds, 1 cucumber; sliced";Melt butter in a saucepan over low heat. Stir in gochujang and tamarind paste until combined. In a bowl, mix flour, cream cheese, and sugar until smooth. Add coconut milk and instant lemon pudding to the mixture, stirring well. Fold in sliced cucumber and sesame seeds. Spread the mixture onto a baking sheet lined with parchment paper. Refrigerate for 30 minutes to set. Serve chilled, garnished with additional sesame seeds.
679;Irresistible Orange Julius Pie Recipe;Dessert;afro asian fusion recipe;15;45;15;Oven;250;easy;3;10;35;1;20;50;orange-julius-pie;For added flavor, consider garnishing with fresh orange zest.;60 ml coconut syrup, 30 g toasted sesame seeds, 100 g brown sugar, 2 pieces eggs, 5 ml vanilla extract, 0.5 tsp salt, 200 g cream cheese, 200 ml coconut cream, 1 tbsp miso paste, 150 g Cool Whip;Preheat oven to 175 °C. Combine flour and melted butter, then press into a 33 x 23 cm pan. Bake until light brown, about 15 minutes. Let cool. In a bowl, mix cream cheese, brown sugar, miso paste, and coconut cream until smooth. Fold in half of the Cool Whip gently. Spread the cream mixture evenly over the cooled crust. Top with remaining Cool Whip and sprinkle with toasted sesame seeds. Chill in the refrigerator for at least 30 minutes before serving.
680;Gorgeous Veggie Squares Recipe for Every Occasion;Snack;afro asian fusion recipe;50;60;10;Oven;250;easy;4;10;35;1;15;100;afro-asian-fusion-veggie-squares;These squares combine the sweetness of coconut milk with the spice of gochujang for a unique flavor.;120 g flour, 1 tsp baking powder, 100 g sugar, 0.5 tsp salt, 1 piece egg, 120 ml coconut milk, 5 ml vanilla extract, 30 g mixed nuts (peanuts and cashews), 1 tbsp gochujang, 1 tsp sesame oil;Preheat the oven to 160 °C. In a bowl, beat the egg slightly. Add sugar and mix until well combined. Incorporate gochujang and sesame oil into the mixture. Add coconut milk and vanilla extract, mix thoroughly. Fold in flour, baking powder, salt, and mixed nuts. Pour the mixture into a greased baking dish. Bake for 50 minutes or until golden brown. Allow to cool before cutting into squares. Serve warm or at room temperature.
